gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,GENENAME,COMMON,DESCRIPTION,SGD,UNIPROT,GO,ONTOLOGY,PATH,PFAM,INTERPRO
YKR028W,153.37771884410853,-1.0070589451616918,0.1988230557396369,-5.065101436125483,4.0818294201928564e-7,2.983420461634015e-6,SAP190,SAP190,"Protein that forms a complex with the Sit4p protein phosphatase; required for Sit4p function; member of a family of similar proteins including Sap4p, Sap155p, and Sap185p; SAP190 has a paralog, SAP185, that arose from the whole genome duplication",S000001736,B5VMH6,GO:0000082;GO:0002098;GO:0003674;GO:0005575;GO:0005634;GO:0005737;GO:0005829;GO:0009966;GO:0019888;GO:0019903;GO:0031929,BP;CC;MF,,PF04499,IPR007587
YHR138C,447.75433116627346,1.4518257297184336,0.2866715159533277,5.064422689119913,4.096398341417515e-7,2.989999395015165e-6,NA,NA,Protein of unknown function; similar to Pbi2p; double null mutant lacking Pbi2p and Yhr138cp exhibits highly fragmented vacuoles; protein abundance increases in response to DNA replication stress,S000001180,A0A0L8VPN6,GO:0004866;GO:0005575;GO:0042144,BP;CC;MF,,,IPR009020;IPR010259
YMR008C,186.25072884901053,-1.3122158900958603,0.2591140133177729,-5.064241309429226,4.100300041303457e-7,2.989999395015165e-6,PLB1,PLB1,"Phospholipase B (lysophospholipase) involved in lipid metabolism; required for efficient acyl chain remodeling of newly synthesized phosphatidylethanolamine-derived phosphatidylcholine; required for deacylation of phosphatidylcholine and phosphatidylethanolamine but not phosphatidylinositol; PLB1 has a paralog, PLB3, that arose from the whole genome duplication",S000004610,A6ZM69,GO:0004620;GO:0004622;GO:0004623;GO:0005576;GO:0005783;GO:0005829;GO:0005886;GO:0006629;GO:0006650;GO:0009395;GO:0016042;GO:0016787;GO:0036151;GO:0042597;GO:0046475;GO:0071944;GO:0098552;GO:0120560;GO:0120561,BP;CC;MF,00564,PF01735,IPR002642;IPR016035
YFL053W,7.915841697899872,-6.461302584288741,1.2767206339098254,-5.0608585877567185,4.1737269641178647e-7,3.0365306196318335e-6,DAK2,DAK2,Dihydroxyacetone kinase; required for detoxification of dihydroxyacetone (DHA); involved in stress adaptation,S000001841,C7GY59,GO:0000166;GO:0004371;GO:0005524;GO:0005575;GO:0005829;GO:0006071;GO:0016301;GO:0016740;GO:0019563;GO:0019588;GO:0050354;GO:0061610,BP;CC;MF,00561;00680;01100,PF02733;PF02734,IPR004006;IPR004007;IPR012734
YGL059W,141.82976682470604,1.1582125352404655,0.2288526684237687,5.060952722193268,4.1716665851296476e-7,3.0365306196318335e-6,PKP2,PKP2,Mitochondrial protein kinase; negatively regulates activity of the pyruvate dehydrogenase complex by phosphorylating the ser-133 residue of the Pda1p subunit; acts in concert with kinase Pkp1p and phosphatases Ptc5p and Ptc6p; relocalizes from mitochondrion to cytoplasm upon DNA replication stress,S000003027,A6ZUB7,GO:0000166;GO:0004672;GO:0004740;GO:0005524;GO:0005739;GO:0005759;GO:0010510;GO:0010906;GO:0016301;GO:0016740;GO:1901524,BP;CC;MF,,PF10436,IPR003594;IPR018955
YDR395W,121.1774069274544,-1.250549655396549,0.24735893496723982,-5.055607372994921,4.2902316550262406e-7,3.117699988664063e-6,SXM1,SXM1,"Nuclear transport factor (karyopherin); involved in protein transport between the cytoplasm and nucleoplasm; similar to Nmd5p, Cse1p, Lph2p, and the human cellular apoptosis susceptibility protein, CAS1",S000002803,A0A0L8VTY5,GO:0005634;GO:0005635;GO:0005643;GO:0005737;GO:0005829;GO:0006406;GO:0006606;GO:0006886;GO:0015031;GO:0031267;GO:0051028;GO:0051170;GO:0061608,BP;CC;MF,,PF03810;PF08506,IPR001494;IPR011989;IPR013713;IPR016024
YML030W,173.08509658153565,1.6331109381801046,0.32316148440600234,5.053544487771797,4.336852386785284e-7,3.147956646270008e-6,RCF1,RCF1,"Cytochrome c oxidase subunit; required for assembly of the Complex III-Complex IV supercomplex, and for assembly of Cox13p and Rcf2p into cytochrome c oxidase; similar to Rcf2p, and either Rcf1p or Rcf2p is required for late-stage assembly of the Cox12p and Cox13p subunits and for cytochrome c oxidase activity; required for growth under hypoxic conditions; member of the hypoxia induced gene family; C. elegans and human orthologs are functional in yeast",S000004492,A0A0L8VJZ7,GO:0003674;GO:0005739;GO:0005743;GO:0010155;GO:0031966;GO:0033617;GO:0097250;GO:0098803,BP;CC;MF,,PF04588,IPR007667
YDR254W,122.07167095068509,1.139004632167243,0.22542645989679766,5.052666100903549,4.356851748749241e-7,3.155220045109112e-6,CHL4,CHL4,"Outer kinetochore protein required for chromosome stability; involved in new kinetochore assembly and sister chromatid cohesion; forms a stable complex with Iml3p; peripheral component of the Ctf19 kinetochore complex that interacts with Ctf19p, Ctf3p, and Mif2p; required for the spindle assembly checkpoint; orthologous to human centromere constitutive-associated network (CCAN) subunit CENP-N and fission yeast mis15",S000002662,B3LG36,GO:0000776;GO:0000940;GO:0005198;GO:0005634;GO:0007059;GO:0007094;GO:0034080;GO:0034087;GO:0034089;GO:0034090;GO:0051301;GO:0051321;GO:0051382;GO:0071459,BP;CC;MF,,PF05238,IPR007902
YIL047C,338.086239529891,-1.0766567903186102,0.213086533141864,-5.052674021411844,4.356671015477538e-7,3.155220045109112e-6,SYG1,SYG1,Plasma membrane protein of unknown function; targeted to vacuole via AP-3 pathway; truncation and overexpression suppresses lethality of G-alpha protein deficiency,S000001309,A6ZVM2,GO:0000329;GO:0000822;GO:0003674;GO:0005315;GO:0005739;GO:0005886;GO:0006817;GO:0007165;GO:0016020;GO:0016036;GO:0055085,BP;CC;MF,,PF03105;PF03124,IPR004331;IPR004342;IPR033507
YKL060C,8449.319527000744,-0.6121778206734189,0.12118340233039378,-5.051663915198391,4.3797784680095047e-7,3.1681902663780093e-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
YDR264C,93.45470006483262,-1.6791122576346555,0.3327383472623667,-5.046344286583425,4.503435945291654e-7,3.25391281401794e-6,AKR1,AKR1,"Palmitoyl transferase involved in protein palmitoylation; acts as a negative regulator of pheromone response pathway; required for endocytosis of pheromone receptors; involved in cell shape control; contains ankyrin repeats; AKR1 has a paralog, AKR2, that arose from the whole genome duplication; any of several human homologs encoding DHHC-type zinc fingers (ZDHHC) can complement temperature sensitivity of yeast akr1 null mutant",S000002672,A0A0L8VTG0,GO:0000139;GO:0005794;GO:0006612;GO:0008270;GO:0016409;GO:0016740;GO:0016746;GO:0018345;GO:0019706;GO:0030100;GO:0031683;GO:0031901;GO:0090029,BP;CC;MF,,PF01529;PF12796,IPR001594;IPR002110;IPR020683
YPR019W,106.35750592460414,-1.1961402744483234,0.23704553259715222,-5.046035929650308,4.5107061888904297e-7,3.2554410951820645e-6,MCM4,MCM4,Essential helicase component of heterohexameric MCM2-7 complexes; MCM2-7 complexes bind pre-replication complexes on DNA and melt DNA prior to replication; forms an Mcm4p-6p-7p subcomplex; shows nuclear accumulation in G1; homolog of S. pombe Cdc21p,S000006223,A6ZWR2,GO:0000166;GO:0000727;GO:0003677;GO:0003678;GO:0003688;GO:0003697;GO:0004386;GO:0005524;GO:0005634;GO:0005656;GO:0005737;GO:0006260;GO:0006267;GO:0006270;GO:0006271;GO:0006279;GO:0008270;GO:0009378;GO:0016787;GO:0016887;GO:0017116;GO:0031261;GO:0033260;GO:0042555;GO:0043138;GO:0043596;GO:0071162;GO:0097373;GO:1902975,BP;CC;MF,03030;04111;04113,PF00493;PF14551;PF17207;PF17855;PF21128,IPR001208;IPR004039;IPR008047;IPR012340;IPR018525;IPR027417;IPR027925;IPR031327;IPR033762
YJR041C,62.7911041802969,-1.992687257965792,0.3949919083097961,-5.044881214130866,4.538032050537197e-7,3.2714237898564383e-6,URB2,URB2,Protein required for normal metabolism of the rRNA primary transcript; nucleolar protein; proposed to be involved in ribosome biogenesis,S000003802,A6ZQ00,GO:0003674;GO:0005730;GO:0006364;GO:0016072;GO:0042254,BP;CC;MF,,PF10441,IPR018849
YPR122W,69.40686592575756,-1.557311678523542,0.3087407253700895,-5.0440759853005535,4.5571818837597124e-7,3.2814827361394054e-6,AXL1,AXL1,Haploid specific endoprotease of a-factor mating pheromone; performs one of two N-terminal cleavages during maturation of a-factor mating pheromone; required for axial budding pattern of haploid cells,S000006326,A6ZX03,GO:0000755;GO:0004222;GO:0005759;GO:0005935;GO:0006508;GO:0007120;GO:0007323;GO:0008233;GO:0008237;GO:0008270;GO:0016787;GO:0043332;GO:0046872;GO:0051603,BP;CC;MF,,PF00675,IPR001431;IPR007863;IPR011237;IPR011249;IPR011765
YNL197C,113.39251841229816,-1.2339286824798132,0.24477963145722972,-5.040977777170227,4.631592551554597e-7,3.327761139576878e-6,WHI3,WHI3,"RNA binding protein that modulates mRNA stability; regulates cell cycle, sister chromatid cohesion, and stress response genes; modulates stability and translational efficiency of CLN3 mRNA; colocalizes with P-bodies/stress granules to regulate target mRNAs; regulates cell fate and critical cell size for Start passage; regulates ploidy; self-templating mnemon that forms inactive super-assemblies, preventing G1 arrest in mother cells after unsuccessful mating and causing sterility in old cells",S000005141,A6ZRP0,GO:0000932;GO:0001403;GO:0003676;GO:0003723;GO:0003729;GO:0005737;GO:0005789;GO:0007089;GO:0007124;GO:0008361;GO:0010494;GO:0061013;GO:0061157,BP;CC;MF,,PF00076,IPR000504;IPR012677
YNL241C,291.3203296360531,1.2294446024816414,0.2438909011303916,5.040961334692606,4.6319905648267234e-7,3.327761139576878e-6,ZWF1,ZWF1,"Glucose-6-phosphate dehydrogenase (G6PD); catalyzes the first step of the pentose phosphate pathway; involved in adaptation to oxidative stress; negative regulator of nonselective autophagy, independent of Stb5p; protein abundance increases in response to DNA replication stress; homolog of human G6PD which is deficient in patients with hemolytic anemia; human G6PD can complement yeast zwf1 null mutant",S000005185,A6ZRK2,GO:0004345;GO:0005737;GO:0005829;GO:0006006;GO:0006098;GO:0006740;GO:0009051;GO:0016491;GO:0016614;GO:0042542;GO:0050661,BP;CC;MF,00030;00480;01100;01110,PF00479;PF02781,IPR001282;IPR016040;IPR019796;IPR022674;IPR022675
YNL217W,327.1685439755018,-1.1325056333584032,0.224685692125856,-5.040399424828701,4.64561222856768e-7,3.3337546844778296e-6,PPN2,PPN2,Zn2+-dependent endopolyphosphatase; required with PPN1 to mobilize polyphosphate stores in response to phosphate starvation; member of the PPP-superfamily of metalloproteases; directly involved in adaptation to mild alkaline conditions through polyphosphate hydrolysis; localizes to the vacuolar lumen via the MVB pathway; null mutant is highly sensitive to azaserine and resistant to sodium-O-vandate,S000005161,A0A0L8VIA9,GO:0000298;GO:0000324;GO:0000329;GO:0005737;GO:0005774;GO:0005775;GO:0006798;GO:0016036;GO:0016787;GO:0016791,BP;CC;MF,,PF00149,IPR004843;IPR029052
YHR110W,86.31887846829189,-1.3796615983446305,0.2739292688769338,-5.036561459828745,4.7396897331757884e-7,3.3935533633792636e-6,ERP5,ERP5,Protein with similarity to Emp24p and Erv25p; member of the p24 family involved in ER to Golgi transport,S000001152,A0A0L8VPE1,GO:0003674;GO:0005783;GO:0005789;GO:0005793;GO:0005794;GO:0006886;GO:0006888;GO:0007030;GO:0015031;GO:0016020;GO:0016192;GO:0030134,BP;CC;MF,,PF01105,IPR009038;IPR015720
YPR095C,141.67086634309592,-0.968332873740682,0.19225498309069675,-5.036711445257409,4.735978983920735e-7,3.3935533633792636e-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
YLR105C,48.9785679093536,1.628018295119233,0.32386105893974765,5.02690351365187,4.98462988799631e-7,3.562317520028651e-6,SEN2,SEN2,"Subunit of the tRNA splicing endonuclease; tRNA splicing endonuclease (Sen complex) is composed of Sen2p, Sen15p, Sen34p, and Sen54p; Sen complex also cleaves the CBP1 mRNA at the mitochondrial surface; Sen2p contains the active site for tRNA 5' splice site cleavage and has similarity to Sen34p and to Archaeal tRNA splicing endonuclease; localizes to the peroxisome in a Pex5p-dependent manner in oleate",S000004095,A0A0L8VKR0,GO:0000213;GO:0000214;GO:0000379;GO:0003676;GO:0005634;GO:0005737;GO:0005739;GO:0005741;GO:0005777;GO:0006388;GO:0008033;GO:0012505;GO:0016829,BP;CC;MF,,PF01974,IPR006676;IPR006677;IPR011856;IPR016589
YOR213C,46.594395033138916,-2.0313249691224025,0.4040970447359943,-5.026824609542772,4.986680423919758e-7,3.562317520028651e-6,SAS5,SAS5,"Subunit of the SAS complex (Sas2p, Sas4p, Sas5p); acetylates free histones and nucleosomes and regulates transcriptional silencing; stimulates Sas2p HAT activity",S000005739,A6ZP56,GO:0000781;GO:0000785;GO:0004402;GO:0005634;GO:0005669;GO:0005674;GO:0006325;GO:0006338;GO:0006355;GO:0006357;GO:0010468;GO:0016407;GO:0016514;GO:0031011;GO:0031509;GO:0032991;GO:0033255;GO:0042393,BP;CC;MF,,PF03366,IPR005033;IPR016665
YPL022W,136.33698589106544,-1.062310332426132,0.21136680425596108,-5.0259090407578615,5.010533510643677e-7,3.57531289488303e-6,RAD1,RAD1,Single-stranded DNA endonuclease (with Rad10p); cleaves single-stranded DNA during nucleotide excision repair and double-strand break repair; subunit of Nucleotide Excision Repair Factor 1 (NEF1); homolog of human XPF protein,S000005943,D6W3Z0,GO:0000014;GO:0000110;GO:0000710;GO:0000712;GO:0000724;GO:0000735;GO:0000736;GO:0003677;GO:0003684;GO:0003697;GO:0004518;GO:0004519;GO:0004520;GO:0005634;GO:0006277;GO:0006281;GO:0006289;GO:0006302;GO:0006310;GO:0006312;GO:0006974;GO:0016787;GO:0061982;GO:1901255,BP;CC;MF,03420,PF02732,IPR006166;IPR006167;IPR010994;IPR011335;IPR020819
YKL138C,62.37766576873168,1.5324465549594946,0.30499568154911455,5.024486075265034,5.047824218077575e-7,3.5978566520496486e-6,MRPL31,MRPL31,Mitochondrial ribosomal protein of the large subunit,S000001621,A6ZZI4,GO:0003735;GO:0005739;GO:0005762;GO:0005840;GO:0032543;GO:1990904,BP;CC;MF,,PF09784,IPR016340
YBR097W,122.68636396841008,-1.1925752440933786,0.23743506791668323,-5.0227426578447005,5.093877726063926e-7,3.6225042612718126e-6,VPS15,VPS15,"Serine/threonine protein kinase involved in vacuolar protein sorting; functions as a membrane-associated complex with Vps34p; active form recruits Vps34p to the Golgi membrane; interacts with the GDP-bound form of Gpa1p; myristoylated; a fraction is localized, with Vps34p, to nuclear pores at nucleus-vacuole junctions and may facilitate transcription elongation for genes positioned at the nuclear periphery",S000000301,D6VQ98,GO:0000011;GO:0000166;GO:0000329;GO:0000425;GO:0004672;GO:0004674;GO:0005524;GO:0005739;GO:0005770;GO:0005794;GO:0006623;GO:0006914;GO:0010008;GO:0015031;GO:0016236;GO:0016301;GO:0016740;GO:0032968;GO:0034271;GO:0034272;GO:0043130;GO:0045053;GO:0045324;GO:0051365;GO:0071561;GO:0072665;GO:0106310;GO:0120095,BP;CC;MF,04140,PF00069;PF22956,IPR000719;IPR001680;IPR008271;IPR011009;IPR011989;IPR015943;IPR016024;IPR017986;IPR021133
YFL037W,151.91366186818155,1.0456231486498653,0.2081690455244242,5.022952120550429,5.088323290418539e-7,3.6225042612718126e-6,TUB2,TUB2,"Beta-tubulin; associates with alpha-tubulin (Tub1p and Tub3p) to form tubulin dimers, which polymerize to form microtubules; carboxyl-terminal tail is required for the depolymerase activity of Kip3p, a kinesin-8 motor; mutation in human ortholog is associated with congenital fibrosis of the extraocular muscles (CFEOM) with polymicrogyria",S000001857,A0ABF7PIX8,GO:0000022;GO:0000070;GO:0000166;GO:0000226;GO:0000278;GO:0003924;GO:0005200;GO:0005525;GO:0005737;GO:0005856;GO:0005874;GO:0007017;GO:0007052;GO:0031122;GO:0045298;GO:0046677;GO:0046872;GO:0090307;GO:0097435,BP;CC;MF,04145,PF00091;PF03953,IPR000217;IPR002453;IPR003008;IPR008280;IPR013838;IPR017975;IPR018316;IPR023123
YPL057C,271.23901109700535,1.0068812074970783,0.2004841706849006,5.022247911430303,5.107020408847744e-7,3.6277653410431387e-6,SUR1,SUR1,"Mannosylinositol phosphorylceramide (MIPC) synthase catalytic subunit; forms a complex with regulatory subunit Csg2p; function in sphingolipid biosynthesis is overlapping with that of Csh1p; SUR1 has a paralog, CSH1, that arose from the whole genome duplication",S000005978,A6ZWJ1,GO:0000030;GO:0000324;GO:0000329;GO:0006675;GO:0006676;GO:0006688;GO:0016020;GO:0016740;GO:0016757;GO:0030148;GO:0031501;GO:0051999;GO:0103064,BP;CC;MF,,PF04488,IPR007577;IPR029044
YNL157W,234.7131200374364,0.9562704119633655,0.1904565817486614,5.02093654723532,5.142014518099277e-7,3.648519290089543e-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
YPL221W,452.64876975539653,-1.0947620181815207,0.21806470625229596,-5.020353990319303,5.157634278339376e-7,3.655495001988009e-6,FLC1,FLC1,"Flavin adenine dinucleotide transporter; required for uptake of FAD into endoplasmic reticulum; involved in cell wall maintenance; FLC1 has a paralog, FLC3, that arose from the whole genome duplication",S000006142,A6ZW34,GO:0000324;GO:0005783;GO:0005789;GO:0005935;GO:0006457;GO:0009272;GO:0015230;GO:0015883;GO:0016020;GO:0030148;GO:0035350;GO:0055085,BP;CC;MF,,PF06011;PF14558,IPR010308;IPR032800
YKL033W,52.138338007735044,-1.8006025516874624,0.3586780623017538,-5.020107837464076,5.164247973819013e-7,3.6560791428998954e-6,TTI1,TTI1,Subunit of the TTT complex and regulator of telomere length; subunit of the TTT Hsp90 cochaperone complex that is involved in chromatin remodeling and telomeric chromatin regulation; telomere length regulator involved in the stability or biogenesis of PIKKs such as TORC1; detected in mitochondria and the cytoplasm in high-throughput studies; similar to S. pombe Tti1p,S000001516,B5VMC1,GO:0003674;GO:0005634;GO:0005737;GO:0005739;GO:0006325;GO:0008150;GO:0110078,BP;CC;MF,,PF21547;PF24173;PF24181,IPR016024;IPR016441
YKL012W,143.00072670715565,1.2751556528634544,0.2540532466964018,5.019245648087656,5.187478040298743e-7,3.668412522338921e-6,PRP40,PRP40,U1 snRNP protein involved in splicing; interacts with the branchpoint-binding protein during the formation of the second commitment complex,S000001495,A6ZZV3,GO:0000398;GO:0003723;GO:0005634;GO:0005685;GO:0006397;GO:0008380;GO:0045292;GO:0071004;GO:1990904,BP;CC;MF,03040,PF00397;PF01846,IPR001202;IPR002713
YBL079W,185.76181222728542,-1.0188055977517818,0.20302010149232183,-5.018249869165358,5.214432823171335e-7,3.683349359991832e-6,NUP170,NUP170,"Subunit of inner ring of nuclear pore complex (NPC); contributes to NPC assembly and nucleocytoplasmic transport; interacts with genomic regions that contain ribosomal protein and subtelomeric genes, where it functions in nucleosome positioning and as a repressor of transcription; both Nup170p and Nup157p are similar to human Nup155p; NUP170 has a paralog, NUP157, that arose from the whole genome duplication",S000000175,A6ZKM3,GO:0000972;GO:0003682;GO:0005643;GO:0006405;GO:0006606;GO:0006913;GO:0007059;GO:0015031;GO:0017056;GO:0031507;GO:0031965;GO:0034398;GO:0036228;GO:0044611;GO:0044877;GO:0051028;GO:0051292;GO:0099115;GO:1990841,BP;CC;MF,03013,PF03177;PF08801,IPR004870;IPR007187;IPR014908
YPL220W,471.5253972084669,-1.5014269350109553,0.2993767957814153,-5.015174710157549,5.298529691768973e-7,3.738571508773303e-6,RPL1A,RPL1A,"Ribosomal 60S subunit protein L1A; N-terminally acetylated; homologous to mammalian ribosomal protein L10A and bacterial L1; RPL1A has a paralog, RPL1B, that arose from the whole genome duplication; rpl1a rpl1b double null mutation is lethal; ribosomes containing Rpl1b are more efficient in translation of respiration-related proteins",S000006141,A0A0L8VQT8,GO:0000055;GO:0002181;GO:0003723;GO:0003735;GO:0005737;GO:0005840;GO:0006412;GO:0015934;GO:0022625;GO:1990904,BP;CC;MF,03010,PF00687,
YOR283W,87.51260127501357,-1.8014342566113328,0.35929493963959297,-5.013803585484235,5.336446208520269e-7,3.7611225230809704e-6,NA,phosphoglycerate mutase,"Phosphatase with a broad substrate specificity; has some similarity to GPM1/YKL152C, a phosphoglycerate mutase; YOR283W is not an essential gene",S000005809,A0A0L8VGY4,GO:0003824;GO:0005634;GO:0005737;GO:0016311;GO:0016787;GO:0016791,BP;CC;MF,,PF00300,IPR001345;IPR013078;IPR029033
YIL002W-A,60.6862090192715,1.4274526718040257,0.2852252405371009,5.004650602155768,5.59634446424026e-7,3.939901370309614e-6,CMI7,CMI7,Putative mitochondrial protein of unknown function; identified by expression profiling and mass spectrometry,S000028835,A0A0L8VNU0,GO:0003674;GO:0005575;GO:0008150,BP;CC;MF,,,
YFR033C,3630.4415005803735,1.9583530832477418,0.39143047899491784,5.003067436844049,5.642519092255434e-7,3.967985308195219e-6,QCR6,QCR6,"Subunit 6 of the ubiquinol cytochrome-c reductase complex; the complex, also known as the cytochrome bc(1) complex or Complex III, is a component of the mitochondrial inner membrane electron transport chain; highly acidic protein; required for maturation of cytochrome c1; may be loosely associated with the complex since it is easily released into the intermembrane space",S000001929,A0A0L8VRH4,GO:0005739;GO:0005743;GO:0005758;GO:0006122;GO:0008121;GO:0009060;GO:0016020;GO:0034399;GO:0045275;GO:1902600,BP;CC;MF,00190;01100,PF02320,IPR003422;IPR023184
YDR482C,36.15793912776854,1.638307047753232,0.32771090213765214,4.999244874267489,5.755527079571756e-7,4.042953671579048e-6,CWC21,CWC21,Protein involved in RNA splicing by the spliceosome; component of a complex containing Cef1p; interacts genetically with ISY1 and BUD13; may bind RNA; has similarity to S. pombe Cwf21p,S000002890,A0A0L8VUK5,GO:0000398;GO:0003674;GO:0005634;GO:0005681;GO:0005684;GO:0005737;GO:0006397;GO:0008380,BP;CC;MF,,PF08312,IPR013170
YJR140C,109.93733675253375,-1.1641817318884096,0.23296861703708344,-4.997161191471114,5.818043469497374e-7,4.0823271677639905e-6,HIR3,HIR3,Subunit of the HIR complex; a nucleosome assembly complex involved in regulation of histone gene transcription; involved in position-dependent gene silencing and nucleosome reassembly; ortholog of human CABIN1 protein,S000003901,A0A0L8VNJ2,GO:0000082;GO:0000122;GO:0000417;GO:0003677;GO:0003714;GO:0005634;GO:0005694;GO:0006325;GO:0006368;GO:0031491,BP;CC;MF,,,IPR033053
YOL005C,63.543366230613216,1.2862859120385093,0.25769003008841984,4.991601388680628,5.988073579685657e-7,4.1969683302680265e-6,RPB11,RPB11,RNA polymerase II subunit B12.5; part of central core; similar to Rpc19p and bacterial alpha subunit,S000005365,A0A0L8VHM0,GO:0000428;GO:0001172;GO:0003677;GO:0003899;GO:0003968;GO:0005634;GO:0005665;GO:0006351;GO:0006366;GO:0006369;GO:0046983,BP;CC;MF,00230;00240;01100;03020,PF13656,IPR008193;IPR009025
YCR092C,66.59479958216947,1.3073577287382199,0.26196952951637115,4.990495387581019,6.022463874874827e-7,4.215356436196326e-6,MSH3,MSH3,"Mismatch repair protein; forms dimers with Msh2p that mediate repair of insertion or deletion mutations and removal of nonhomologous DNA ends, contains a PCNA (Pol30p) binding motif required for genome stability",S000000688,A6ZTR3,GO:0000166;GO:0000403;GO:0000404;GO:0000406;GO:0000710;GO:0000735;GO:0003677;GO:0003690;GO:0005524;GO:0005634;GO:0005737;GO:0006259;GO:0006281;GO:0006298;GO:0006310;GO:0006312;GO:0006974;GO:0030983;GO:0032135;GO:0032302;GO:0043111;GO:0140664,BP;CC;MF,03430,PF00488;PF01624;PF05188;PF05190;PF05192,IPR000432;IPR007695;IPR007696;IPR007860;IPR007861;IPR016151;IPR027417
YJL200C,115.68086734236898,-1.1858220169290692,0.2376342043571698,-4.990115038939221,6.03433447081786e-7,4.215356436196326e-6,ACO2,ACO2,"Putative mitochondrial aconitase isozyme; similarity to Aco1p, an aconitase required for the TCA cycle; expression induced during growth on glucose, by amino acid starvation via Gcn4p, and repressed on ethanol",S000003736,C7GUF3,GO:0003994;GO:0005739;GO:0005829;GO:0006097;GO:0006099;GO:0008652;GO:0009060;GO:0009085;GO:0016829;GO:0019878;GO:0044238;GO:0046872;GO:0051536;GO:0051539,BP;CC;MF,00020;00630;01100;01110,PF00330;PF00694,IPR000573;IPR001030;IPR006248;IPR015928;IPR015931;IPR015932;IPR015937;IPR018136
YOR093C,96.38803001620145,-1.6532894594877532,0.33129912491362856,-4.990322446275023,6.027858541131921e-7,4.215356436196326e-6,CMR2,CMR2,Protein involved in regulation of diacylglycerol lipids levels; deletion causes sensitivity to unfolded protein response-inducing agents,S000005619,D6W2F4,GO:0003674;GO:0005774;GO:0005829;GO:0005935;GO:0006970;GO:0006986;GO:0016874;GO:0031966;GO:0046339;GO:0097576;GO:1990816,BP;CC;MF,,PF00501;PF06464;PF23024;PF24919,IPR000873;IPR010506
YLR205C,37.98877334661257,1.7284771488353086,0.3465802761898511,4.987234610801904,6.124967004843625e-7,4.2735275675813445e-6,HMX1,HMX1,ER localized heme oxygenase; involved in heme degradation during iron starvation and in the oxidative stress response; expression is regulated by AFT1 and oxidative stress; relocates to the perinuclear region in the presence of oxidants,S000004195,D6VYK6,GO:0004392;GO:0005640;GO:0005783;GO:0005789;GO:0005886;GO:0006788;GO:0006879;GO:0006979;GO:0016020;GO:0020037;GO:0042167;GO:0046872,BP;CC;MF,,PF01126,IPR002051;IPR016053;IPR016084
YOL090W,46.64806736014068,-1.4545178849723046,0.2916595662648052,-4.9870398684324675,6.131141688406489e-7,4.2735275675813445e-6,MSH2,MSH2,Protein that binds to DNA mismatches; forms heterodimers with Msh3p and Msh6p that bind to DNA mismatches to initiate the mismatch repair process; contains a Walker ATP-binding motif required for repair activity and involved in interstrand cross-link repair; Msh2p-Msh6p binds to and hydrolyzes ATP; required for silencing at the silent mating-type loci and telomeres,S000005450,B3LIX3,GO:0000166;GO:0000228;GO:0000400;GO:0000403;GO:0000404;GO:0000406;GO:0000710;GO:0000735;GO:0003677;GO:0005524;GO:0005634;GO:0006281;GO:0006298;GO:0006310;GO:0006311;GO:0006312;GO:0006974;GO:0016887;GO:0030466;GO:0030983;GO:0032135;GO:0032137;GO:0032138;GO:0032301;GO:0032302;GO:0035822;GO:0036297;GO:0043111;GO:0051053;GO:0140664,BP;CC;MF,03430,PF00488;PF01624;PF05188;PF05190;PF05192,IPR000432;IPR007695;IPR007696;IPR007860;IPR007861;IPR011184;IPR027417;IPR032642
YJR106W,36.04044370205331,-2.0692996454114416,0.41495832750608025,-4.986764955045084,6.139868563500467e-7,4.274891949118572e-6,ECM27,ECM27,"Protein involved in calcium homeostasis and exit from quiescence; required for proper trehalose levels during quiescence; may play a role in cell wall biosynthesis, mutants are hypersensitive to antifungal, Papulacandin B; null mutants have increased plasmid loss; interacts with Pdr5p",S000003867,C7GMA2,GO:0003674;GO:0005783;GO:0006812;GO:0006874;GO:0008324;GO:0016020;GO:0055085;GO:0070316;GO:0098655,BP;CC;MF,,PF01699,IPR004837
YDL072C,224.74829987355477,1.1652754402052,0.23371809915826572,4.98581600826779,6.170084099980222e-7,4.291198358080958e-6,YET3,YET3,Protein of unknown function; YET3 null mutant decreases the level of secreted invertase; homolog of human BAP31 protein; protein abundance increases in response to DNA replication stress,S000002230,B3LGW7,GO:0003674;GO:0005783;GO:0005789;GO:0006886;GO:0006888;GO:0008150;GO:0015031;GO:0016020;GO:0016192;GO:0070973,BP;CC;MF,04141,PF05529,IPR008417
YML067C,84.77093005903595,-1.340104819652661,0.26888551406801425,-4.983923452691777,6.230773728261636e-7,4.323883087249696e-6,ERV41,ERV41,Protein localized to COPII-coated vesicles; forms a complex with Erv46p; involved in the membrane fusion stage of transport; has homology to human ERGIC2 (PTX1) protein,S000004532,D6VZA6,GO:0000139;GO:0003674;GO:0005783;GO:0005789;GO:0006888;GO:0006890;GO:0012507;GO:0015031;GO:0016192;GO:0030134;GO:0031410,BP;CC;MF,,PF07970;PF13850,IPR012936
